"level","title","type","description","source_id","community","degree","human_readable_id","id","size","graph_embedding","entity_type","top_level_node_id","x","y"
0,"PHÍ ÁP DỤNG","THÔNG TIN GIAO DỊCH","Phí áp dụng: 0.45% giá trị chứng khoán lô lẻ thực hiện giao dịch","eab95c5e8ff4164dcfcbe12e60dd94ce","",0,10,"e1fd0e904a53409aada44442f23a51cb",0,"","","e1fd0e904a53409aada44442f23a51cb",0,0
0,"MBB","CỔ PHIẾU","MBB là cổ phiếu không được MBS mua lại","eab95c5e8ff4164dcfcbe12e60dd94ce","12",1,11,"de988724cfdf45cebfba3b13c43ceede",1,"","","de988724cfdf45cebfba3b13c43ceede",0,0
0,"HỆ THỐNG GIAO DỊCH TRỰC TUYẾN","DỊCH VỤ","""HỆ THỐNG GIAO DỊCH TRỰC TUYẾN của MBS là dịch vụ cung cấp cho khách hàng, mang lại sự thuận tiện, linh hoạt, giúp khách hàng thực hiện giao dịch từ xa qua các phương tiện điện thoại, internet và các phương tiện trực tuyến khác một cách chủ động và nhanh chóng. Hệ thống giao dịch trực tuyến hoàn toàn mới mang lại những trải nghiệm ưu việt cho Quý khách hàng, là nơi Khách hàng có thể thực hiện giao dịch tài chính.""","""1d3c82fc7b0630a6c46863b979a2af4c,9ea072a756077acc1c0b5f1c59da3857,ca5a65939fc04c9d28026d5c955aa877,d6fed9f836099d34eeb33a689ef5905b""","9",4,12,"96aad7cb4b7d40e9b7e13b94a67af206",4,"","","96aad7cb4b7d40e9b7e13b94a67af206",0,0
0,"GIẤY PHÉP","VĂN BẢN PHÁP LÝ","Giấy phép được Ủy ban chứng khoán Nhà nước cấp cho MBS","1d3c82fc7b0630a6c46863b979a2af4c","12",1,13,"c9632a35146940c2a86167c7726d35e9",1,"","","c9632a35146940c2a86167c7726d35e9",0,0
0,"ỦY BAN CHỨNG KHOÁN NHÀ NƯỚC","TỔ CHỨC","Ủy ban chứng khoán Nhà nước cấp giấy phép cho MBS cung cấp dịch vụ giao dịch chứng khoán trực tuyến","9ea072a756077acc1c0b5f1c59da3857","12",1,14,"9646481f66ce4fd2b08c2eddda42fc82",1,"","","9646481f66ce4fd2b08c2eddda42fc82",0,0
0,"RỦI RO","KHÁI NIỆM CHUNG","""Rủi ro là khả năng xảy ra các biến động không mong muốn trong hoạt động đầu tư, có thể ảnh hưởng đến mục tiêu hoặc kết quả dự kiến. Đồng thời, rủi ro cũng có thể gây thiệt hại hoặc mất mát. Đây là nguy cơ mà Khách hàng có thể phải đối mặt khi sử dụng dịch vụ của MBS. Rủi ro đơn bảy và rủi ro chứng là những nguy cơ mà nhà đầu tư CW có thể phải đối mặt.""","""241ba511a6b267992f84019bcafa5146,2ca4dd87df7a7297bd3a223b08f539bd,7f0880f07529079291b15cc45b96a2de,8778f2e1feedb2a804f63de12dfc56b3,8a22d1ed78856814aba3794bf1b450aa,cde81b63c0352bb90b98015501a3b422""","1",6,15,"d91a266f766b4737a06b0fda588ba40b",6,"","","d91a266f766b4737a06b0fda588ba40b",0,0
0,"GIAO DỊCH TRỰC TUYẾN","HOẠT ĐỘNG","""Giao dịch trực tuyến là hoạt động mua bán chứng khoán, tài sản trực tuyến thông qua hệ thống internet""","8778f2e1feedb2a804f63de12dfc56b3","1",1,16,"bc0e3f075a4c4ebbb7c7b152b65a5625",1,"","","bc0e3f075a4c4ebbb7c7b152b65a5625",0,0
0,"HỆ THỐNG","PHẦN MỀM","""HỆ THỐNG is a software system provided by MBS that supports the monitoring, updating of personal data, and transactions related to stock market investments. It serves as a storage and processing hub for trading information. However, it may encounter issues such as being compromised, attacked, or malfunctioning.""","""4d11c4b0dc5844f6a10fadd077fa6077,84ff06dea81e5f41c6eb079567d55f16,fed1b4e2531fa3c89795c65da306e3cf""","28",4,17,"254770028d7a4fa9877da4ba0ad5ad21",4,"","","254770028d7a4fa9877da4ba0ad5ad21",0,0
0,"VIRUT","NGUY CƠ","VIRUT is a type of harmful software that can disrupt the information exchange activities of MBS. It has the potential to cause harm to the provision and processing of personal data of customers.","""0155a5af5c1988637b742a0797735194,fed1b4e2531fa3c89795c65da306e3cf""","28",2,18,"4a67211867e5464ba45126315a122a8a",2,"","","4a67211867e5464ba45126315a122a8a",0,0
0,"PHẦN MỀM","","PHẦN MỀM là các chương trình máy tính được thiết kế để thực hiện các chức năng cụ thể.","""4b2c53355f86a10ae990338ebcb9c1cf,fed1b4e2531fa3c89795c65da306e3cf""","28",2,19,"04dbbb2283b845baaeac0eaf0c34c9da",2,"","","04dbbb2283b845baaeac0eaf0c34c9da",0,0
0,"HỆ THỐNG MẠNG","HỆ THỐNG","Hệ thống mạng là cấu trúc kết nối các thiết bị và phần mềm để truyền thông và trao đổi dữ liệu","d03a5be917279f47816e4c9711cc5798","12",1,20,"1943f245ee4243bdbfbd2fd619ae824a",1,"","","1943f245ee4243bdbfbd2fd619ae824a",0,0
0,"LỆNH GIAO DỊCH","HÀNH ĐỘNG","Lệnh giao dịch là hành động yêu cầu mua bán chứng khoán trên thị trường","d03a5be917279f47816e4c9711cc5798","5",2,21,"273daeec8cad41e6b3e450447db58ee7",2,"","","273daeec8cad41e6b3e450447db58ee7",0,0
0,"BẢNG GIÁ CHỨNG KHOÁN","THÔNG TIN","Bảng giá chứng khoán là danh sách giá cả của các chứng khoán trên thị trường","d03a5be917279f47816e4c9711cc5798","5",1,22,"e69dc259edb944ea9ea41264b9fcfe59",1,"","","e69dc259edb944ea9ea41264b9fcfe59",0,0
0,"NGUYÊN NHÂN","YẾU TỐ","""Các nguyên nhân từ phía nhà cung cấp; Lệnh giao dịch có thể bị treo, ngừng, trì hoãn hoặc có lỗi dữ liệu; Bảng giá chứng khoán và các thông tin chứng khoán khác có thể có lỗi hoặc sai lệch xảy ra trong quá trình giao dịch trực tuyến; Thông tin tài khoản, tên truy cập, mật khẩu và/hoặc mã bảo mật của Khách hàng bị tiết lộ hoặc bị bên thứ ba chiếm đoạt/sử dụng bất hợp pháp; Các nguyên nhân khách quan như: thiên tai, động đất ảnh hướng đến hệ thống phần cứng; Bất kỳ rủi ro nào khác theo quy định của pháp luật có thể phát sinh mà Khách hàng gặp phải trong quá trình giao dịch trực tuyến.""","aca5193f0679c6672a279110869b8758","12",1,23,"e2f5735c7d714423a2c4f61ca2644626",1,"","","e2f5735c7d714423a2c4f61ca2644626",0,0
0,"HỆ THỐNG PHẦN CỨNG","CÔNG NGHỆ","Hệ thống phần cứng là các thiết bị vật lý được sử dụng để xây dựng và hoạt động của một hệ thống máy tính","7f0880f07529079291b15cc45b96a2de","1",1,24,"deece7e64b2a4628850d4bb6e394a9c3",1,"","","deece7e64b2a4628850d4bb6e394a9c3",0,0
0,"PHÁP LUẬT","KHÁI NIỆM CHUNG","PHÁP LUẬT is a system of regulations and rules established by the government to manage and regulate the behavior of individuals and organizations in society. These laws are designed to provide clear guidelines and standards for the community to follow.","""7f0880f07529079291b15cc45b96a2de,bdac16159b60ffb7d6f9ffa4bc2f87d1""","8",1,25,"e657b5121ff8456b9a610cfaead8e0cb",1,"","","e657b5121ff8456b9a610cfaead8e0cb",0,0
0,"THÔNG TIN BẢO MẬT","DỮ LIỆU","Thông tin bảo mật là các dữ liệu nhạy cảm cần được bảo vệ khỏi sự truy cập trái phép hoặc lộ ra ngoài","7f0880f07529079291b15cc45b96a2de","12",1,26,"bf4e255cdac94ccc83a56435a5e4b075",1,"","","bf4e255cdac94ccc83a56435a5e4b075",0,0
0,"BẢO MẬT","CHỨC NĂNG","""Bảo Mật is a process that ensures the safety and security of user information and data. It guarantees the safety, security, and protection of customer and customer data against any harmful or risky situations.""","""2bef9f2520b250df2955e1148e863a15,670d5b8f163e15e36907bb41ad7fb981""","6",1,27,"3b040bcc19f14e04880ae52881a89c1c",1,"","","3b040bcc19f14e04880ae52881a89c1c",0,0
