"id","human_readable_id","covariate_type","type","description","subject_id","subject_type","object_id","object_type","status","start_date","end_date","source_text","text_unit_id","document_ids","n_tokens"
"b0e63119-5fed-495b-a2dc-5a7fb472f6e7","47","claim","ACCOUNT BALANCE CONFIRMATION","Account balance confirmation was requested by the customer","ORGANIZATION","","KHÁCH HÀNG","","TRUE","NONE","NONE","Xác nhận số dư tài khoản theo yêu cầu Khách hàng","662a878337a29f5a913958b8546c3eb5",['d1d8f00369755e0157bedf841fd57ee7'],300
"812fafa5-5e61-4474-87c2-4a1d87034c68","48","claim","ACCOUNT BALANCE CONFIRMATION","Account balance confirmation was requested by MBS","ORGANIZATION","","MBS","","TRUE","NONE","NONE","Xác nhận do MBS lập","662a878337a29f5a913958b8546c3eb5",['d1d8f00369755e0157bedf841fd57ee7'],300
"3c4a38d2-cd88-4578-97b4-a6fbe83b111c","49","claim","BACKUP SERVICES","""Backup services are available for a fee ranging from 10,000 VNĐ per document for backups lasting 15 days to 3 months from the transaction date, 30,000 VNĐ per document for backups lasting 3 months to 1 year from the transaction date, 50,000 VNĐ per document for backups lasting 1 to 3 years from the transaction date, and 70,000 VNĐ per document for backups lasting over 3 years from the transaction date""","ORGANIZATION","","NONE","","TRUE","NONE","NONE","Sao lưu chứng từ từ 15 ngày đến 3 tháng kể từ ngày giao dịch
Mức phí: 10.000 VNĐ/chứng từ.
Sao lưu chứng từ từ 3 tháng đến 1 năm kể từ ngày giao dịch
Mức phí: 30.000 VNĐ/chứng từ.
Sao lưu chứng từ từ 1 đến 3 năm kể từ ngày giao dịch
Mức phí: 50.000 VNĐ/chứng từ.
Sao lưu chứng từ từ 3 năm trở lên kể từ ngày giao dịch
Mức phí: 70.000 VNĐ/chứng từ.","e8c68c9c41b007f2d476c4e03df49815",['d1d8f00369755e0157bedf841fd57ee7'],300
"a87407b4-60e7-462f-aadf-e063fc4e5f9c","50","claim","SERVICE REGISTRATION","Service registration through the contact center is free of charge","NONE","","NONE","","TRUE","NONE","NONE","Qua contact center
Phí đăng ký dịch vụ: Miễn phí","e8c68c9c41b007f2d476c4e03df49815",['d1d8f00369755e0157bedf841fd57ee7'],300
"824bd5e2-b99a-4776-8d50-38fd121f9ebc","51","claim","TRANSFER FEES","MBS charges transfer fees according to the fee schedule of MB bank/other banks during different periods","ORGANIZATION","","MBS","","TRUE","NONE","NONE","""MBS thu hộ, làm trung gian thu theo biểu phí của ngân hàng MB/ ngân hàng khác từng thời kỳ.""","26827ec7b673b1b365b796c999c26d3c",['d1d8f00369755e0157bedf841fd57ee7'],300
"b7fff619-e7bc-421e-b2d2-dd6734c61615","52","claim","TRANSFER FEES","MB bank charges transfer fees according to its fee schedule","ORGANIZATION","","MB","","TRUE","NONE","NONE","Ra ngân hàng MB","26827ec7b673b1b365b796c999c26d3c",['d1d8f00369755e0157bedf841fd57ee7'],300
"7f74a00b-269b-4b39-ac2a-0407c86fea03","53","claim","CHUYỂN KHOẢN","Ra ngân hàng MB miễn phí với mọi giao dịch chuyển khoản","NGÂN HÀNG MB","","NONE","","TRUE","NONE","NONE","Ra ngân hàng MB","0b7912396c8cde985ddee6dc17ec0d4f",['d1d8f00369755e0157bedf841fd57ee7'],300
"f816baac-f65b-4520-ba2c-3098cc5886d3","54","claim","THU HỘ","MBS làm trung gian thu theo biểu phí của ngân hàng MB/ ngân hàng khác từng thời kỳ","MBS","","NGÂN HÀNG MB","","TRUE","NONE","NONE","Ra ngân hàng khác","0b7912396c8cde985ddee6dc17ec0d4f",['d1d8f00369755e0157bedf841fd57ee7'],300
"511c1975-7f54-44f2-8269-58a694d801a4","55","claim","PHÍ DỊCH VỤ SMS","MBS cung cấp các gói phí dịch vụ Tin nhắn (SMS) như sau","MBS","","NONE","","TRUE","NONE","NONE","NONE","0b7912396c8cde985ddee6dc17ec0d4f",['d1d8f00369755e0157bedf841fd57ee7'],300
"42ff927d-d37f-42df-b88f-13e536b8e997","56","claim","","","","","","","","","","","430653c21d95ba37d4eae0e76ea56985",['d1d8f00369755e0157bedf841fd57ee7'],300
"5d9a0328-bb01-4fb7-b87c-e244e0d6f680","57","claim","","","","","","","","","","","d39928803a30957c678ba7bfc7335744",['d1d8f00369755e0157bedf841fd57ee7'],300
"023ec986-6a1e-4069-83e4-ac29d0b6d441","58","claim","","","","","","","","","","","9be6b5fd2c5d01ecc07636596864b95e",['d1d8f00369755e0157bedf841fd57ee7'],300
"9b4ee6f3-b9e7-43e7-94bd-4e710ca20a5a","59","claim","FINANCIAL SERVICES","MBS provides financial services to customers","ORGANIZATION","","MBS","","TRUE","NONE","NONE","MBS cung cấp.","4a056777579e17ab8df83067d9738864",['d1d8f00369755e0157bedf841fd57ee7'],300
"2d165c22-296c-40ed-bd16-f38b1bdd83df","60","claim","FINANCIAL SERVICES","All customers opening a derivative account at Công ty Cổ phần Chứng khoán MB (MBS) are subject to the following terms and conditions regarding derivative securities trading","ORGANIZATION","","CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB","","TRUE","NONE","NONE","Điều khoản và điều kiện về giao dịch chứng khoán phái sinh sau đây được áp dụng cho tất cả các Khách hàng mở Tài khoản phái sinh tại Công ty Cổ phần Chứng khoán MB (MBS).","4a056777579e17ab8df83067d9738864",['d1d8f00369755e0157bedf841fd57ee7'],300
"56a7ac99-14ce-4525-ac0c-f5e839bb2469","61","claim","TRADING TERMS","""Trading terms and conditions for derivative securities trading at MBS apply to all customers opening derivative accounts at MBS. Customers confirm that before signing the request to open an account with a derivative securities trading contract at MBS, they have been fully provided, read, understood, agreed to comply with, and are bound by the terms and conditions of derivative securities trading at MBS applicable to all account holders (and amendments, supplements to these terms and conditions of derivative securities trading are made by MBS th)""","ORGANIZATION","","MBS","","TRUE","NONE","NONE","Trading terms and conditions for derivative securities trading at MBS apply to all customers opening derivative accounts at MBS.","858692a6991a43581eb17b695978b12c",['d1d8f00369755e0157bedf841fd57ee7'],300
"95eb12ac-12c7-4f15-9a7e-43302a372101","62","claim","AGREEMENT","""Customers confirm that before signing the request to open an account with a derivative securities trading contract at MBS, they have been fully provided, read, understood, agreed to comply with, and are bound by the terms and conditions of derivative securities trading at MBS applicable to all account holders""","PERSON","","NONE","","TRUE","NONE","NONE","""Customers confirm that before signing the request to open an account with a derivative securities trading contract at MBS, they have been fully provided, read, understood, agreed to comply with, and are bound by the terms and conditions of derivative securities trading at MBS applicable to all account holders.""","858692a6991a43581eb17b695978b12c",['d1d8f00369755e0157bedf841fd57ee7'],300
"8cbedf4a-fe78-4bdd-a509-97ca6bc0ac0d","63","claim","CHỨNG KHOÁN PHÁI SINH","Điều khoản và điều kiện về giao dịch chứng khoán phái sinh của MBS áp dụng cho tất cả các Chủ tài khoản","ĐIỀU KHOẢN","","MBS","","TRUE","NONE","NONE","""Điều khoản và điều kiện về giao dịch chứng khoán phái sinh của MBS áp dụng cho tất cả các Chủ tài khoản (và các sửa đổi, bổ sung của Điều khoản và Điều kiện về giao dịch chứng khoán phái sinh này được MBS thực hiện trong từng thời kỳ).""","5ffa0e4028e6f5fb5d36d31c7b6baac1",['d1d8f00369755e0157bedf841fd57ee7'],300
"be34c9b0-3312-40e0-9c28-607236486d93","64","claim","CHỨNG KHOÁN PHÁI SINH","Hợp đồng tương lai (HĐTL)","HỢP ĐỒNG TƯƠNG LAI","","MBS","","TRUE","NONE","NONE","Hợp đồng tương lai (HĐTL)","5ffa0e4028e6f5fb5d36d31c7b6baac1",['d1d8f00369755e0157bedf841fd57ee7'],300
